family,pi_conj,backbone_rig,dop_affinity,chain_len,mol_wt,homo_lumo_gap,ioniz_pot,electron_aff,sidechain_pol,crystallinity,charge_mob,disorder,dopant_conc,log_sigma,fp000,fp001,fp002,fp003,fp004,fp005,fp006,fp007,fp008,fp009,fp010,fp011,fp012,fp013,fp014,fp015,fp016,fp017,fp018,fp019,fp020,fp021,fp022,fp023,fp024,fp025,fp026,fp027,fp028,fp029,fp030,fp031,fp032,fp033,fp034,fp035,fp036,fp037,fp038,fp039,fp040,fp041,fp042,fp043,fp044,fp045,fp046,fp047,fp048,fp049,fp050,fp051,fp052,fp053,fp054,fp055,fp056,fp057,fp058,fp059,fp060,fp061,fp062,fp063
Polycarbazole,0.7481,0.9229,0.4847,74,12205.5,1.6828,5.0412,3.111,0.6131,0.6467,0.4827,0.404,0.2968,4.0836,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0
Polypyrrole,0.9689,0.6975,0.7544,30,5298.4,0.5927,4.6489,3.9719,0.1267,0.4909,0.7244,0.5273,0.3332,8.5963,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PEDOT,0.9815,0.9273,0.7616,26,5008.2,0.8196,4.6242,3.6631,0.1765,0.5258,0.7861,0.3673,0.2217,9.9304,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0
PEDOT,0.9883,0.8268,0.6405,42,7175.2,0.7972,4.8714,3.8467,0.8272,0.3606,0.7429,0.5318,0.33,9.597,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
Polythiophene,0.9954,0.7503,0.6947,61,7003.1,0.9137,4.6396,3.6239,0.1405,0.6217,0.7842,0.3607,0.0782,8.5464,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
PEDOT,0.9909,0.8436,0.7329,31,5494.2,0.6541,4.5875,3.6161,0.4657,0.6178,0.8251,0.3958,0.3939,10.6437,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0
Polyaniline,0.7746,0.5498,0.9652,31,5607.3,1.4039,4.0127,2.3795,0.3372,0.51,0.5515,0.5627,0.0695,6.6495,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
PEDOT,1.0,0.8919,0.6597,23,2574.4,0.6092,4.6891,3.7668,0.658,0.6431,0.8029,0.2422,0.2579,10.2783,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1
Polypyrrole,0.8711,0.655,0.8735,49,4505.0,0.959,4.3096,3.0901,0.5645,0.4135,0.6698,0.4768,0.3086,8.4529,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Polyaniline,0.9282,0.6773,0.9769,44,8779.0,0.8778,4.1305,3.0341,0.7261,0.5347,0.7383,0.5616,0.2635,7.8402,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1
Polyaniline,0.8055,0.6346,0.8451,74,7081.6,1.1371,4.4502,3.1158,0.8584,0.3102,0.4788,0.7479,0.305,6.2335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Polythiophene,0.9394,0.7925,0.674,20,3340.2,1.0009,4.5376,3.3721,0.3317,0.4921,0.6656,0.4809,0.3,8.7841,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Polyfluorene,0.7883,0.79,0.5067,31,2487.4,1.2754,4.7698,3.2646,0.3649,0.5217,0.5354,0.6667,0.2148,5.0078,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Polyaniline,0.7384,0.61,0.7463,40,6128.0,1.6324,4.7672,2.9235,0.7623,0.4645,0.5291,0.5735,0.2096,6.5921,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
Polyaniline,0.9027,0.6908,0.8253,79,11455.3,0.6585,4.5842,3.8013,0.1552,0.5984,0.6406,0.4384,0.0934,7.2662,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
PEDOT,1.0,0.9133,0.6563,20,2907.5,0.7071,4.7732,3.9352,0.6689,0.4464,0.8289,0.583,0.071,8.958,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
PEDOT,1.0,0.945,0.6443,76,12338.4,0.6704,4.7508,3.8356,0.7227,0.6888,0.7461,0.3422,0.2375,9.9683,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0
Polycarbazole,0.5943,0.8154,0.4054,76,8181.8,1.7955,5.1509,3.1123,0.6734,0.579,0.2639,0.3164,0.3947,3.9926,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0
Polypyrrole,0.8724,0.7847,0.9752,34,2941.6,1.1114,4.2496,2.937,0.7109,0.5809,0.6649,0.4572,0.1849,7.6755,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
Polythiophene,0.9642,0.8502,0.7008,68,12962.0,0.9803,4.6912,3.5181,0.1973,0.5967,0.7908,0.56,0.3766,8.9671,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
Polypyrrole,0.8442,0.6748,0.8431,72,13450.0,1.4272,4.5604,2.9085,0.5855,0.3899,0.6946,0.5733,0.3452,7.5434,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
Polyaniline,0.9712,0.8116,0.8923,60,11121.7,0.7866,4.3197,3.3236,0.5038,0.4161,0.7677,0.5806,0.0579,7.4921,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
Polycarbazole,0.7879,0.9178,0.3197,69,9331.6,1.4966,5.0627,3.3954,0.7759,0.6358,0.5108,0.4544,0.2563,3.5932,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
Polythiophene,0.9887,0.7949,0.7151,68,10530.8,0.3767,4.6543,4.0,0.3686,0.3854,0.8785,0.6517,0.3566,9.1326,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
Polycarbazole,0.706,0.9412,0.4435,38,7473.2,1.4791,4.7938,3.0795,0.7713,0.6916,0.322,0.2508,0.2813,3.5739,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1
PEDOT,0.9091,0.8597,0.7126,42,8293.1,0.9293,4.541,3.369,0.8118,0.5937,0.6239,0.5442,0.2992,9.7143,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
Polyaniline,0.7299,0.6604,0.9305,46,7616.1,1.5983,4.2507,2.4454,0.63,0.5925,0.5312,0.3119,0.1777,7.2477,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Polyaniline,0.7484,0.7757,0.9798,13,1723.0,1.4678,4.1897,2.4784,0.4332,0.6955,0.4484,0.4982,0.3287,7.4851,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
PEDOT,1.0,0.8338,0.6491,36,4426.0,1.0007,4.6725,3.5405,0.175,0.5449,0.7652,0.5702,0.2494,9.2981,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1
PEDOT,1.0,0.9172,0.6556,64,7853.7,0.8434,4.7354,3.6779,0.8805,0.7161,0.6957,0.2558,0.11,8.6399,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0
Polypyrrole,0.8891,0.7653,0.6711,48,9395.2,1.0927,4.5498,3.1953,0.4004,0.5948,0.6261,0.4357,0.2228,7.4862,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
Polycarbazole,0.7572,0.9304,0.3899,66,8290.7,1.4201,5.2011,3.5306,0.8043,0.6464,0.4544,0.2912,0.337,4.2729,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0
Polyaniline,0.8068,0.7301,0.8691,39,5022.8,1.3632,4.5208,2.8708,0.2776,0.5403,0.5826,0.5896,0.0803,6.7127,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
Polycarbazole,0.7093,0.7767,0.2581,44,6848.9,1.5444,5.3092,3.631,0.5235,0.5528,0.3927,0.387,0.2388,3.6917,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Polyfluorene,0.7395,0.8979,0.4929,51,6990.5,1.5624,5.0224,3.28,0.5574,0.6381,0.504,0.374,0.3531,5.3406,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Polypyrrole,0.7152,0.8329,0.8731,26,3596.9,1.2345,4.6047,3.2443,0.7137,0.6358,0.4478,0.4505,0.1021,7.1801,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Polyfluorene,0.8033,0.8941,0.4142,40,5944.0,1.0571,4.882,3.6532,0.2694,0.5683,0.5901,0.4312,0.2086,5.2109,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
PEDOT,1.0,0.9999,0.6736,56,7279.4,0.7974,4.7542,3.6428,0.3862,0.7417,0.8244,0.2395,0.344,9.877,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
PEDOT,0.8737,0.8312,0.5921,19,1960.2,1.2013,4.9275,3.6002,0.1897,0.6353,0.6597,0.2037,0.1076,9.4909,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
Polyfluorene,0.8714,0.9305,0.4896,55,6998.2,0.8985,4.9082,3.8181,0.7793,0.709,0.6585,0.2904,0.3106,5.4025,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Polyfluorene,0.8435,0.9629,0.5761,79,14970.3,1.0645,4.8058,3.5822,0.2559,0.8016,0.4944,0.2015,0.3148,5.723,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
Polythiophene,0.9813,0.8463,0.7387,12,1456.1,0.8402,4.6083,3.612,0.1331,0.6542,0.7592,0.4061,0.3009,8.7961,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
Polypyrrole,0.9312,0.739,0.8775,42,6605.1,0.7397,4.6004,3.5865,0.766,0.6207,0.6706,0.1914,0.3358,8.4671,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Polyaniline,0.7381,0.639,0.9745,59,9433.7,1.4498,4.2507,2.5956,0.7171,0.3433,0.4411,0.5163,0.2015,7.1435,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Polyfluorene,0.9116,0.9536,0.4879,30,4897.7,0.9417,5.0002,3.9837,0.8905,0.7043,0.7101,0.3705,0.2656,6.3377,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Polyaniline,0.8353,0.7245,0.902,21,1830.0,0.9936,4.3731,3.0816,0.1157,0.4764,0.5186,0.552,0.176,7.5128,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Polypyrrole,0.7357,0.6826,0.8801,77,11598.2,1.2743,4.4553,3.0069,0.6933,0.5158,0.4107,0.57,0.2012,6.8143,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Polypyrrole,0.842,0.6179,0.8101,24,4441.7,1.2181,4.4253,2.9349,0.4959,0.2217,0.583,0.8397,0.3925,7.8643,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Polypyrrole,0.921,0.7676,0.9699,78,14048.8,0.8682,4.0528,3.1065,0.4522,0.3978,0.6248,0.594,0.0889,7.9835,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
Polyaniline,0.7815,0.7381,0.9498,42,6821.0,1.187,4.2719,2.9192,0.2628,0.4687,0.5265,0.5789,0.193,7.677,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0
Polyfluorene,0.8355,0.9329,0.3132,51,5330.3,1.0486,5.2531,3.9876,0.8737,0.7335,0.5593,0.2951,0.2404,4.925,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
Polypyrrole,0.7992,0.8012,0.784,39,7551.4,1.2626,4.2266,2.7327,0.8673,0.6395,0.4048,0.5307,0.2991,6.5319,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
Polythiophene,0.8657,0.825,0.7407,50,9083.1,0.9434,4.5344,3.4427,0.8578,0.4056,0.5747,0.4566,0.2343,7.55,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Polythiophene,0.8879,0.7095,0.7133,79,9598.3,1.1602,4.6158,3.2787,0.3011,0.6362,0.5621,0.4963,0.3858,8.2173,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0
Polyaniline,0.7321,0.6259,0.95,50,4038.4,1.2896,4.3108,2.7806,0.3575,0.363,0.3654,0.6778,0.1005,5.9582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Polyfluorene,0.8605,1.0,0.4461,44,4839.9,1.0623,4.9511,3.7251,0.2107,0.837,0.6402,0.2406,0.1516,5.0193,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
PEDOT,1.0,0.9138,0.6507,13,1535.6,0.7317,4.7818,3.848,0.1788,0.6905,0.7901,0.3077,0.2162,9.845,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1
PEDOT,1.0,0.8257,0.7058,60,8977.6,0.6418,4.537,3.6496,0.4272,0.3945,0.892,0.6797,0.3119,10.2301,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
Polyaniline,0.9302,0.5145,0.9202,18,2883.8,0.8064,4.4423,3.403,0.6525,0.2864,0.6231,0.7484,0.2098,7.3679,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
PEDOT,1.0,1.0,0.7459,59,8005.9,0.758,4.5489,3.6453,0.1011,0.7109,0.7688,0.3042,0.3614,10.2127,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
Polyfluorene,0.8095,0.7989,0.3313,41,7720.6,0.9576,5.2496,4.0,0.5229,0.5652,0.5528,0.4699,0.2201,4.4948,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Polythiophene,0.8478,0.7393,0.7771,12,2124.1,1.3983,4.5376,2.9485,0.8544,0.7126,0.5675,0.1808,0.1764,7.8839,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PEDOT,0.9561,0.846,0.6646,23,3321.9,1.0476,5.0246,3.8225,0.1427,0.696,0.718,0.2245,0.091,9.7668,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Polycarbazole,0.6545,0.8655,0.3952,55,10256.0,1.3057,5.1172,3.6236,0.8349,0.6781,0.3548,0.3469,0.3837,3.1816,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0
Polythiophene,1.0,0.8842,0.768,43,4402.4,0.8312,4.5116,3.4039,0.6172,0.6433,0.81,0.288,0.0809,8.6221,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
Polythiophene,0.9222,0.7996,0.8442,68,6497.1,1.0458,4.437,3.159,0.5124,0.6187,0.6581,0.2902,0.2839,8.5089,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Polythiophene,0.8867,0.7557,0.6407,21,1799.6,1.0771,4.8035,3.4491,0.2182,0.6415,0.6983,0.3792,0.277,8.613,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1
